"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Data Item","Domain","Domain Category","Value","CV (%)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL: (4 MALE PRODUCERS)","26","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL - NUMBER OF OPERATIONS","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL: (4 PRODUCERS)","54","95.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","1,091","24.2"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL - PERSONS IN HOUSEHOLD, MEASURED IN PERSONS","TOTAL","NOT SPECIFIED","2,424","23.0"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL - YEARS ON ANY OPERATION, AVG, MEASURED IN YEARS","TOTAL","NOT SPECIFIED","27.9","12.7"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL - YEARS ON PRESENT OPERATION, AVG, MEASURED IN YEARS","TOTAL","NOT SPECIFIED","26.7","13.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE 25 TO 34 - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","71","70.9"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE 35 TO 44 - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","105","51.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE 45 TO 54 - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","222","39.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE 55 TO 64 - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","285","27.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE 65 TO 74 - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","277","29.2"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE GE 75 - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","129","36.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LE 35 - ACRES OPERATED","TOTAL","NOT SPECIFIED","14,448","79.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LE 35 - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","78","63.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LE 35 - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","83","62.4"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, AGE LT 25 - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, ASIAN - ACRES OPERATED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, ASIAN - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, ASIAN - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","2","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, DAY TO DAY DECISIONMAKING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","1,005","23.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, DAYS WORKED OFF OPERATION, 0 DAYS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","448","29.0"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, DAYS WORKED OFF OPERATION, 1 TO 49 DAYS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","76","62.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, DAYS WORKED OFF OPERATION, 100 TO 199 DAYS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","97","52.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, DAYS WORKED OFF OPERATION, 50 TO 99 DAYS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","37","64.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, DAYS WORKED OFF OPERATION, GE 1 DAYS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","643","29.2"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, DAYS WORKED OFF OPERATION, GE 200 DAYS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","433","33.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, ESTATE OR SUCCESSION PLANNING DECISIONMAKING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","667","28.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","31,993","46.0"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","229","42.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, FEMALE - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","234","43.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, HIRED MANAGER - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","45","52.9"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, HISPANIC - ACRES OPERATED","TOTAL","NOT SPECIFIED","570","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, HISPANIC - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","6","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, HISPANIC - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","6","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, LAND USE OR CROP DECISIONMAKING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","859","25.0"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, LIVESTOCK DECISIONMAKING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","650","28.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MALE - ACRES OPERATED","TOTAL","NOT SPECIFIED","164,467","23.4"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MALE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","786","19.4"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MALE - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","857","22.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MILITARY SERVICE, ACTIVE DUTY NOW OR IN THE PAST - ACRES OPERATED","TOTAL","NOT SPECIFIED","21,113","38.4"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MILITARY SERVICE, ACTIVE DUTY NOW OR IN THE PAST - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","161","48.7"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MILITARY SERVICE, ACTIVE DUTY NOW OR IN THE PAST - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","164","49.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, MILITARY SERVICE, NEVER SERVED OR ONLY ON ACTIVE DUTY FOR TRAINING IN RESERVES OR NATIONAL GUARD - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","927","24.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, PRIMARY OCCUPATION, (EXCL FARMING) - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","661","32.2"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, PRIMARY OCCUPATION, FARMING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","430","25.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, RECORD KEEPING OR FINANCIAL MGMT DECISIONMAKING - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","895","24.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, RESIDENCE, NOT ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","204","51.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, RESIDENCE, ON OPERATION - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","887","24.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, WHITE - ACRES OPERATED","TOTAL","NOT SPECIFIED","176,069","23.2"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, WHITE - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","879","19.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, WHITE - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","1,089","23.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, 6 TO 10 YEARS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","123","65.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, GE 11 YEARS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","884","20.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 11 YEARS - ACRES OPERATED","TOTAL","NOT SPECIFIED","28,041","65.4"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 11 YEARS - NUMBER OF OPERATIONS","TOTAL","NOT SPECIFIED","173","53.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 11 YEARS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","207","63.9"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON ANY OPERATION, LT 6 YEARS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","84","99.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON PRESENT OPERATION, 3 TO 4 YEARS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","52","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON PRESENT OPERATION, 5 TO 9 YEARS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","100","67.9"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON PRESENT OPERATION, GE 10 YEARS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","907","21.0"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PRODUCERS, PRINCIPAL","PRODUCERS, PRINCIPAL, YEARS ON PRESENT OPERATION, LT 3 YEARS - NUMBER OF PRODUCERS","TOTAL","NOT SPECIFIED","32","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PROPAGATIVE MATERIAL","PROPAGATIVE MATERIAL - OPERATIONS WITH AREA IN PRODUCTION","TOTAL","NOT SPECIFIED","2","97.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PROPAGATIVE MATERIAL","PROPAGATIVE MATERIAL - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","2","97.3"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PROPAGATIVE MATERIAL","PROPAGATIVE MATERIAL - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PROPAGATIVE MATERIAL","PROPAGATIVE MATERIAL, IN THE OPEN - ACRES IN PRODUCTION","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PROPAGATIVE MATERIAL","PROPAGATIVE MATERIAL, UNDER PROTECTION - SQ FT IN PRODUCTION","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PUMPKINS","PUMPKINS - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PUMPKINS","PUMPKINS - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","2","88.9"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PUMPKINS","PUMPKINS, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","PUMPKINS","PUMPKINS, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","2","90.2"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","RADISHES","RADISHES - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","RADISHES","RADISHES - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","RADISHES","RADISHES, FRESH MARKET - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","RADISHES","RADISHES, FRESH MARKET - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","RENT","RENT, CASH, LAND & BUILDINGS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","9,205,000","33.1"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","RENT","RENT, CASH, LAND & BUILDINGS - OPERATIONS WITH EXPENSE","TOTAL","NOT SPECIFIED","223","26.9"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","RYE","RYE - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","RYE","RYE - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","1","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","RYE","RYE - PRODUCTION, MEASURED IN BU","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SEEDS","SEEDS, FOR COVER CROPS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","100,000","(H)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SEEDS","SEEDS, FOR COVER CROPS - OPERATIONS WITH EXPENSE","TOTAL","NOT SPECIFIED","71","36.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SEEDS & PLANTS TOTALS","SEEDS & PLANTS TOTALS - EXPENSE, MEASURED IN $","TOTAL","NOT SPECIFIED","9,102,000","25.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SEEDS & PLANTS TOTALS","SEEDS & PLANTS TOTALS - OPERATIONS WITH EXPENSE","TOTAL","NOT SPECIFIED","423","22.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP","SHEEP, INCL LAMBS - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","30","80.7"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP","SHEEP, INCL LAMBS - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","120,000","66.4"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP","SHEEP, INCL LAMBS - SALES, MEASURED IN HEAD","TOTAL","NOT SPECIFIED","424","57.0"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP & GOATS TOTALS","SHEEP & GOATS TOTALS, INCL WOOL & MOHAIR & MILK - OPERATIONS WITH SALES","PRODUCERS","PRODUCERS: (GENDER = FEMALE)","37","94.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP & GOATS TOTALS","SHEEP & GOATS TOTALS, INCL WOOL & MOHAIR & MILK - OPERATIONS WITH SALES","TOTAL","NOT SPECIFIED","51","86.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP & GOATS TOTALS","SHEEP & GOATS TOTALS, INCL WOOL & MOHAIR & MILK - SALES, MEASURED IN $","PRODUCERS","PRODUCERS: (GENDER = FEMALE)","139,000","67.2"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SHEEP & GOATS TOTALS","SHEEP & GOATS TOTALS, INCL WOOL & MOHAIR & MILK - SALES, MEASURED IN $","TOTAL","NOT SPECIFIED","173,000","61.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SORGHUM","SORGHUM, SYRUP - ACRES HARVESTED","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SORGHUM","SORGHUM, SYRUP - OPERATIONS WITH AREA HARVESTED","TOTAL","NOT SPECIFIED","2","65.8"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SORGHUM","SORGHUM, SYRUP - PRODUCTION, MEASURED IN GALLONS","TOTAL","NOT SPECIFIED"," (D)","(D)"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SOYBEANS","SOYBEANS - ACRES HARVESTED","PRODUCERS","PRODUCERS: (GENDER = FEMALE)","19,445","37.2"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SOYBEANS","SOYBEANS - ACRES HARVESTED","TOTAL","NOT SPECIFIED","72,681","27.0"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (1,000 OR MORE ACRES)","7","52.5"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (1.0 TO 24.9 ACRES)","65","53.7"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (100 TO 249 ACRES)","65","37.6"
"CENSUS","2017","YEAR","","COUNTY","INDIANA","18","SOUTHEAST","90","RIPLEY","137","","","00000000","","SOYBEANS","SOYBEANS - OPERATIONS WITH AREA HARVESTED","AREA HARVESTED","AREA HARVESTED: (25.0 TO 99.9 ACRES)","151","41.3"
